#,TG_ID,Username,Is Active,First Subscription Date,Unsub date,Sub type,Number of payments,Total income
0,434389137,Flopp,True,2023-07-23 01:27:18.989130,2023-07-25 01:27:18.989000,3 месяца,2,7180.0
